Id,Form,Lemma,UPosTag,XPosTag,Feats,Head,DepRel,Deps,Misc
1195,метауровень,метауровень,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#360.955#361.248
1196,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#361.248#361.541
1197,мне,я,PRON,_,Case=Dat|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#361.541#361.834
1198,там,там,ADV,_,_,_,_,_,words-aal#@aal1975m#361.834#362.127
1199,кайфово,кайфово,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#362.127#362.42
1200,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#362.42#362.713
1201,вот,вот,PART,_,_,_,_,_,words-aal#@aal1975m#362.713#363.006
1202,именно,именно,PART,_,_,_,_,_,words-aal#@aal1975m#363.006#363.299
1203,с,с,ADP,_,_,_,_,_,words-aal#@aal1975m#363.299#363.592
1204,помощью,помощь,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#363.592#363.885
1205,большого,большой,ADJ,_,Case=Gen|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#363.885#364.178
1206,механизма,механизм,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#364.178#364.471
1207,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#364.471#364.764
1208,делаю,делать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#364.764#365.057
1209,большие,большой,ADJ,_,Case=Acc|Degree=Pos|Number=Plur,_,_,_,words-aal#@aal1975m#365.057#365.35
1210,задачи,задача,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#365.35#365.643
1211,которые,который,PRON,_,Case=Acc|Number=Plur,_,_,_,words-aal#@aal1975m#365.643#365.936
1212,иначе,иначе,ADV,_,_,_,_,_,words-aal#@aal1975m#365.936#366.229
1213,никак,никак,ADV,_,_,_,_,_,words-aal#@aal1975m#366.229#366.522
1214,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#366.522#366.815
1215,сделать,делать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#366.815#367.126
1216,знак,знак,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#374.272#375.726
1217,рубля,рубль,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#375.726#377.181
